1875.9	75.2073	-66.8533
1749.73	-264.766	-455.553
1840.61	-112.596	346.497
1741.12	-169.387	-279.153
1864.44	-13.8804	-110.093
1874.67	-250.986	175.476
1702.67	-283.555	-279.969
1744.23	-183.768	337.368
1773.06	-172.331	324.528
1821.67	-208.304	-321.664
1816.34	-277.276	447.842
1756.56	42.6532	-330.671
1793.96	139.771	-347.137
1867.09	-50.7031	-195.06
1797.95	-106.116	-339.948
1815.33	135.033	-42.5133
1841.17	-258.387	116.036
1819.32	-79.3486	-420.093
1735.92	-279.323	-523.741
1748.57	232.117	-470.561
1801.74	239.493	-462.609
1859.82	71.9819	52.844
1821.99	-188.71	-446.969
1849.17	156.076	-71.3751
1868.37	-207.964	180.434
1771.12	-213.778	-208.898
1703.29	-184.252	432.033
1801.66	-296.769	-369.942
1864.45	-7.32141	-46.6378
1832.4	-184.126	433.709
1716.63	124.908	-603.018
1702.9	-203.657	-610.269
1851.63	-234.677	-351.103
1864.84	-132.162	-148.551
1807.28	-297.823	118.881
1712.04	-248.677	85.8822
1764.54	-164.049	473.655
1717.35	-156.469	767.999
1835.77	-271.517	-284.142
1863.97	221.682	228.816
1773.64	-90.1128	35.7037
1863.09	-170.794	162.621
1777.37	-220.003	521.971
1851.41	-151.277	98.2878
1873.84	-136.039	81.8306
1833.53	-285.295	-123.115
1824.83	-216.599	112.031
1865.74	19.3895	-8.73458
1841.45	-161.365	-277.734
1883.38	-235.736	-74.7805
1772.34	-148.621	4.59531
1825.24	25.0169	303.95
1726.14	3.48694	327.363
1855.31	-197.637	246.325
1834.67	-297.001	365.353
1729.5	4.31586	-81.6618
1867.65	-77.7581	5.09652
1842.54	-181.75	-283.652
1760.25	-263.824	-196.894
1791.66	-189.544	172.316
1867.7	-125.05	191.591
1702.65	-194.127	349.236
1766.58	-160.755	311.781
1772.66	-229.252	-359.867
1799.62	2.11548	282.859
1744.31	-210.747	-114.281
1863.56	-10.7183	-139.53
1778.69	-99.4285	-2.04658
1870.59	-82.1688	33.9418
1873.27	-176.591	135.729
1866.06	-148.02	-58.5598
1854.02	-174.228	315.557
1857.59	-199.002	154.323
1727.91	-67.2529	672.846
1753.35	-188.352	-490.618
1789.28	-121.842	277.352
1875.06	64.0471	196.248
1839.46	-153.782	78.6371
1717.63	296.481	-609.594
1814.4	-297.044	-454.506
1728.1	96.3016	679.257
1801.84	-255.819	208.063
1815.92	-127.631	-368.442
1731.94	-215.397	-468.587
1885.16	-58.637	64.0666
1704.76	-126.152	771.63
1867.91	-299.563	230.844
1758.31	225.753	422.087
1868.91	-18.8711	-8.22685
1863.05	-93.0974	131.989
1838.35	82.2574	310.65
1730.58	-161.809	-657.791
1873.72	-238.622	172.376
1848.22	-36.0681	200.815
1774.46	-186.868	-440.339
1770.05	129.558	433.676
1749.18	-284.926	664.221
1816.77	-278.208	-364.018
1842.62	-94.8502	-253.354
1835.81	-163.205	277.716
1845.47	60.8771	201.981
1748.9	-48.0081	653.804
1775.43	57.5886	-98.3695
1789.36	-215.798	-87.8695
1791.85	102.593	-431.539
1865.87	110.022	-210.285
1718.26	-164.004	112.334
1835.43	-267.214	246.126
1852.1	-197.397	304.824
1834.91	76.453	238.96
1875.37	-279.818	-49.8858
1831.04	-66.8044	-43.2622
1721.91	-173.656	-158.539
1856.01	204.864	-316.854
1712.4	-133.86	-696.923
1772.93	118.02	478.01
1737.75	-139.195	-348.161
1831.94	-122.531	286.955
1724.09	-73.411	749.547
1870.48	-187.494	-193.453
1713.97	-87.7839	-85.203
1879.37	-192.651	69.5127
1790.64	221.617	565.385
1862.6	-237.052	31.7769
1861.88	-200.468	-198.18
1850.15	-179.917	200.304
1766.25	-225.258	-213.816
1704.21	62.2289	208.042
1881.21	126.766	-31.5927
1747.19	-197.815	-542.542
1828.91	-227.166	60.9738
1776.32	-107.949	-438.68
1797.52	-47.4034	-199.488
1768.03	-91.1043	-475.467
1798.72	-151.655	-69.884
1782.75	-264.751	-445.967
1713.18	-204.214	-87.5669
1854.71	48.163	207.769
1758.48	-156.867	-334.133
1813.07	-15.6343	119.27
1878.72	-282.795	91.5494
1706.33	-275.626	569.082
1886.81	-133.149	21.5038
1753.27	-197.363	509.631
1805.63	-213.388	509.445
1738.69	-11.1221	77.6361
1872.87	-10.3874	-54.1408
1846.2	-240.398	121.952
1703.37	-75.6229	89.5796
1874.06	-242.247	-89.1833
1819.05	-198.973	486.811
1710.05	-201.583	-622.059
1751.31	117.48	436.481
1813.55	-256.102	9.88766
1870.77	181.741	-63.8896
1872.38	-213.616	-215.829
1728.3	25.9503	711.487
1858.8	-204.774	241.034
1798.65	63.4638	524.826
1833.25	155.509	423.913
1770.15	10.1212	412.179
1725.84	-156.04	445.846
1867.82	-17.7753	43.2075
1841.41	-229.403	299.702
1851.39	111.404	-332.97
1832.71	148.167	432.38
1879.93	-209.088	26.2399
1705.42	-278.552	521.388
1747.5	-184.223	-196.86
1753.05	-122.135	-542.895
1863.78	-91.595	161.673
1787.27	213.091	-505.575
1785.18	239.761	-113.773
1853.13	-234.359	-325.188
1865.13	-293.401	-241.771
1760.03	-262.883	-203.426
1745.36	114.17	-453.148
1790.79	-289.675	121.458
1705.93	187.408	-382.245
1874.44	98.1273	-28.0738
1740.73	-295.01	677.371
1771.35	-238.772	606.405
1841.88	-35.4317	-218.138
1761.93	41.1199	626.871
1730.12	-173.635	-103.817
1775.34	7.89899	585.328
1778.2	-99.0043	-314.417
1793.53	-123.318	131.545
1732.78	-208.046	116.141
1880	-214.267	122.94
1831.38	-183.277	142.485
1838.79	-220.401	-79.2979
1763.55	-210.95	-351.641
1735.06	-85.7637	-318.763
1736.76	-211.15	-460.405
1789.27	-124.808	426.834
1702.81	188.861	-630.934
1839.91	-175.225	187.221
1869.89	-61.1884	63.8827
1705.82	-211.255	-743.913
1873.95	-250.334	69.3864
1793.93	-294.369	-288.847
1762.68	59.5412	-445.241
1864.11	51.5935	-193.616
1818.96	-293.915	-2.01085
1755.9	84.6473	-503.656
1723.32	-124.378	-528.508
1774.73	18.4328	195.513
1777.2	109.152	-315.446
1822.09	-36.9828	108.434
1840.67	59.7153	294.834
1715.37	-137.034	-32.8237
1748.98	-208.722	607.655
1805.5	-181.128	283.603
1752.33	-239.037	673.407
1850.59	-114.628	88.2647
1756.33	-11.4139	399.332
1768.88	-89.1265	19.8164
1765.56	73.4129	-568.686
1854.37	-194.351	-330.274
1866.69	-193.394	-67.4202
1820.19	-51.9414	429.857
1714.34	-211.085	377.337
1749.87	-227.034	-260.53
1867.26	-286.894	24.21
1813.96	-27.3361	-127.115
1825.99	-250.444	-440.712
1819.62	-255.478	357.246
1705.98	-228.539	78.0313
1826.74	-262.888	-143.561
1703.94	-143.653	-447.35
1860.49	-261.185	229.61
1821.64	-138.833	-407.327
1764.98	261.93	367.42
1723.46	-136.262	647.794
1795.41	74.9196	-465.999
1719.02	-61.1447	-619.518
1733.39	-68.4045	-605.374
1744.28	60.6126	-459.801
1713.88	-33.8907	593.117
1817.96	-123.836	198.415
1851.65	-259.437	-162.764
1786.64	-196.984	-432.899
1789.69	-296.374	-46.0073
1856.92	90.6038	302.343
1817.08	-211.168	-26.7663
1736.13	16.1033	645.724
1729.89	-200.037	676.735
1868.67	-154.204	-246.305
1836.71	-147.28	286.811
1863.73	-74.2119	120.657
1846.98	-291.565	-159.074
1752.88	-137.335	-202.695
1868.37	-0.655884	-99.6723
1738.04	-276.042	-274.171
1722.56	-115.888	-367.291
1832.51	-165.708	105.428
1867.94	-14.2311	-188.322
1857.03	-59.7449	270.394
1783.05	20.5654	-350.644
1857.18	-255.739	32.1663
1726.04	-250.96	-256.812
1844.84	-233.751	349.621
1871.97	-86.4686	188.465
1813.78	-234.639	233.64
1786.03	-124.831	-510.04
1868.75	40.2621	86.842
1820.01	151.065	-485.459
