23207	125478
23207	133455
23216	82499
23216	82499
23216	98092
23217	70877
23217	70877
23217	111355
23217	116281
23217	123833
23217	129196
23217	140839
23217	171095
23218	138399
23219	38429
23219	120215
23219	151074
23220	90569
23220	90569
23220	114628
23220	119724
23220	133499
23220	136178
23227	106062
23227	117142
23231	15113
23232	17912
23232	39200
23232	86274
23232	131115
23233	5256
23233	20706
23233	36548
23233	97053
23233	130875
23234	10414
23234	115837
23234	163976
23234	166726
23235	63798
23235	98107
23235	151320
23236	40808
23236	40808
23237	34936
23237	64352
23238	13539
23238	40983
23238	84907
23238	152260
23240	6921
23240	6921
23240	32927
23240	97638
23240	97638
23240	97638
23240	97638
23240	104189
23241	19836
23241	134259
23241	145252
23246	1102
23246	1102
23246	15752
23246	100731
23246	101770
23247	8277
23247	17347
23247	29258
23247	29258
23247	47221
23247	153088
23247	153088
23248	16162
23248	34928
23248	91854
23248	92676
23248	151372
23248	168307
23942	91827
23942	128532
23942	128532
23942	164036
23942	185230
23942	185230
23942	186604
23942	205243
23942	218299
23942	264631
23941	8256
23941	13099
23941	94793
23941	105030
23941	111207
23941	131195
23941	139753
23941	163693
23941	191940
23941	214062
23940	60739
23940	140486
23940	164144
23940	205018
23937	38571
23937	104155
23937	203654
23937	203654
23937	229800
23937	229800
23937	288981
23937	292553
23937	316802
23936	9842
23936	46388
23936	46388
23936	51363
23936	59882
23936	144075
23936	175167
23936	206507
23936	231869
23933	71879
23933	93668
23933	134718
23929	34044
23929	42417
23929	91658
23929	91658
23929	123724
23929	168026
23928	11569
23928	31181
23928	47263
23928	79761
23928	110875
23928	191781
23928	229230
23927	20163
23927	171528
23927	200740
23927	235056
23926	50280
23926	50280
23926	58898
23926	119784
23926	188019
23925	27474
23923	73198
23923	246588
23922	26581
23922	98392
23922	99092
23922	99092
23922	103990
23922	119191
23922	167021
23921	65027
23919	31208
23913	8380
23913	33668
23913	45530
23910	47085
23910	66631
23905	14804
23905	20542
23905	55016
