0 1864.818048 0.134157
1 1864.578063 0.133625
2 1864.595170 0.128164
3 1864.834585 0.142721
4 1864.826044 0.141217
5 1864.462617 0.129347
6 1864.479585 0.125222
7 1864.737447 0.133037
8 1864.685544 0.128791
9 1864.754494 0.140727
10 1864.674661 0.118429
11 1864.771804 0.128050
12 1864.856392 0.134158
13 1864.609193 0.123831
14 1864.467779 0.130778
15 1864.454363 0.129551
16 1864.546059 0.121827
17 1864.721025 0.141966
18 1864.532146 0.133518
19 1864.526754 0.123352
20 1864.858125 0.126240
21 1864.518319 0.119930
22 1864.811976 0.136625
23 1864.951058 0.152925
24 1864.833753 0.142714
25 1864.602844 0.118251
26 1864.730260 0.120247
27 1864.621846 0.129354
28 1864.585812 0.124966
29 1864.690397 0.141826
30 1864.587846 0.121020
31 1864.799500 0.131987
32 1864.642275 0.116757
33 1864.568775 0.123363
34 1864.337842 0.129792
35 1864.793398 0.136369
36 1864.540187 0.122267
37 1864.572365 0.124352
38 1864.659612 0.137030
39 1864.698602 0.130809
40 1864.582373 0.122913
41 1864.377228 0.121732
42 1864.675082 0.132006
43 1864.720150 0.132523
44 1864.692483 0.135005
45 1864.622978 0.138869
46 1864.494682 0.128039
47 1864.724978 0.127306
48 1864.625046 0.129676
49 1864.679960 0.130863
50 1864.593160 0.131463
51 1864.606066 0.141972
52 1864.906097 0.150986
53 1864.575672 0.124553
54 1864.413586 0.116924
55 1864.764429 0.129711
56 1864.613167 0.132444
57 1864.601469 0.131439
58 1864.467318 0.140372
59 1864.462256 0.124054
60 1864.526795 0.126049
61 1864.693657 0.133858
62 1864.820026 0.137641
63 1864.507015 0.123209
64 1864.750984 0.137126
65 1864.668349 0.133613
66 1864.691906 0.127128
67 1864.665397 0.125449
68 1864.604288 0.141216
69 1864.503210 0.133979
70 1864.800357 0.136915
71 1864.628603 0.129586
72 1864.483195 0.134853
73 1864.828033 0.138274
74 1864.797146 0.130154
75 1864.746115 0.141529
76 1864.444794 0.118813
77 1864.387726 0.125305
78 1864.378749 0.131068
79 1864.632315 0.122900
80 1864.519837 0.119362
81 1864.571673 0.128858
82 1864.797000 0.141069
83 1864.365277 0.130589
84 1864.498354 0.123777
85 1864.530088 0.130268
86 1864.741148 0.131123
87 1864.785154 0.140617
88 1864.800925 0.128107
89 1864.467104 0.113487
90 1864.840034 0.133183
91 1864.564191 0.133326
92 1864.771763 0.136828
93 1864.463600 0.126805
94 1864.549404 0.127438
95 1864.550567 0.123482
96 1864.559953 0.131679
97 1864.595939 0.128446
98 1864.697854 0.138069
99 1864.565101 0.131683
