0 1864.937100 0.220250
1 1865.024467 0.220377
2 1865.106702 0.225261
3 1864.667076 0.214569
4 1864.534287 0.209495
5 1865.021753 0.222914
6 1865.207568 0.228544
7 1865.362823 0.217699
8 1864.746133 0.233401
9 1864.512394 0.219067
10 1864.813690 0.221683
11 1864.687525 0.222236
12 1864.828894 0.212802
13 1864.689997 0.210644
14 1864.700176 0.213342
15 1864.826461 0.214697
16 1865.078242 0.203333
17 1864.628023 0.208278
18 1864.867575 0.225961
19 1864.767012 0.212544
20 1865.059104 0.218971
21 1864.971174 0.240405
22 1864.781630 0.217865
23 1864.734203 0.225522
24 1864.653988 0.228584
25 1864.870515 0.213344
26 1864.767483 0.217913
27 1864.553839 0.208097
28 1864.628232 0.231996
29 1864.858612 0.219866
30 1865.103972 0.213065
31 1864.927427 0.227050
32 1864.921825 0.213505
33 1864.864918 0.216324
34 1864.806746 0.211465
35 1864.921535 0.216021
36 1864.914511 0.215551
37 1864.683724 0.219283
38 1864.639420 0.214750
39 1865.092589 0.207146
40 1864.723649 0.216170
41 1865.041668 0.216181
42 1864.691247 0.222050
43 1864.889203 0.216635
44 1864.974212 0.226774
45 1865.218247 0.219736
46 1864.769944 0.222461
47 1864.757116 0.210240
48 1865.261966 0.226063
49 1865.087805 0.225292
50 1864.579193 0.226764
51 1864.900975 0.213881
52 1864.811617 0.215388
53 1864.838598 0.220640
54 1864.789702 0.227534
55 1864.714049 0.214758
56 1864.850007 0.221232
57 1864.530302 0.223840
58 1865.162117 0.224078
59 1864.659052 0.212606
60 1864.901186 0.219871
61 1864.915142 0.219574
62 1864.732439 0.231942
63 1865.050534 0.219268
64 1864.513031 0.220336
65 1865.259183 0.212847
66 1864.673993 0.202566
67 1864.928965 0.218672
68 1864.686618 0.215717
69 1865.076587 0.219904
70 1864.924685 0.196575
71 1864.989879 0.219976
72 1864.687784 0.219327
73 1864.586321 0.224339
74 1864.598754 0.208256
75 1864.887879 0.221286
76 1864.753538 0.229928
77 1865.159345 0.214338
78 1864.686706 0.214551
79 1865.118243 0.228377
80 1864.969514 0.222355
81 1864.397402 0.208724
82 1864.989430 0.207058
83 1864.574459 0.202382
84 1864.967959 0.214965
85 1864.480823 0.232472
86 1864.665880 0.208520
87 1864.605988 0.210963
88 1864.854125 0.219321
89 1864.945886 0.215271
90 1864.871537 0.217228
91 1864.834248 0.226977
92 1865.293053 0.220626
93 1864.685743 0.220936
94 1864.629376 0.223957
95 1864.711653 0.212528
96 1864.670699 0.216400
97 1864.707977 0.211950
98 1864.671145 0.220871
99 1864.552995 0.203272
