0 1865.519726 0.669230
1 1864.294885 0.626704
2 1864.685991 0.748615
3 1864.784792 0.718106
4 1864.013127 0.803402
5 1864.491474 0.671163
6 1863.996127 0.734597
7 1866.402216 0.653471
8 1864.464664 0.615879
9 1865.848845 0.645569
10 1866.130129 0.624072
11 1865.012876 0.586220
12 1864.274919 0.737824
13 1864.732873 0.670613
14 1865.330513 0.839676
15 1863.503818 0.599723
16 1865.269298 0.800362
17 1864.808248 0.691408
18 1865.908641 0.704979
19 1865.162759 0.904006
20 1865.863314 0.657485
21 1865.987341 0.754140
22 1864.937268 0.720710
23 1865.814160 0.712211
24 1864.026703 0.621245
25 1864.634990 0.756096
26 1864.624596 0.657611
27 1864.180025 0.766974
28 1865.537353 0.744822
29 1865.449849 0.697269
30 1864.477639 0.722043
31 1865.075594 0.599949
32 1863.101920 0.782266
33 1865.406920 0.700321
34 1864.978569 0.676654
35 1864.392265 0.665992
36 1864.412434 0.618976
37 1864.853623 0.712778
38 1864.743593 0.643793
39 1864.696683 0.827765
40 1863.275256 0.613898
41 1864.488791 0.576106
42 1864.402312 0.673275
43 1863.848042 0.661037
44 1866.500766 0.724866
45 1863.763424 0.711770
46 1865.267331 0.680779
47 1864.946920 0.679431
48 1864.201892 0.648318
49 1864.638250 0.757701
50 1864.705009 0.731536
51 1865.128227 0.727777
52 1864.676600 0.749356
53 1864.179263 0.687055
54 1865.341366 0.786070
55 1865.124687 0.620559
56 1864.540299 0.636936
57 1866.520954 0.757037
58 1865.759201 0.708989
59 1864.109914 0.789808
60 1865.760828 0.697351
61 1866.174069 0.790687
62 1864.586806 0.921318
63 1865.107852 0.659502
64 1864.830459 0.745107
65 1865.250116 0.658152
66 1864.790642 0.664200
67 1865.178444 0.775842
68 1864.822127 0.706557
69 1865.109255 0.761153
70 1866.149044 0.610868
71 1866.221954 0.867605
72 1865.110284 0.687175
73 1864.711747 0.768900
74 1864.329610 0.847681
75 1865.365365 0.734095
76 1865.193901 0.661623
77 1864.901373 0.677431
