4100 1887.916532 0.014499 389.000000
4101 1887.914832 0.014522 96.000000
4102 1887.914832 0.014522 96.000000
4103 1887.914832 0.014522 96.000000
4104 1887.912174 0.014611 286.000000
4105 1887.912000 0.014656 184.000000
4106 1887.910857 0.014676 204.000000
4107 1887.893191 0.014709 148.000000
4108 1887.897165 0.014731 195.000000
4109 1887.896684 0.014747 150.000000
4110 1887.900359 0.014771 31.000000
4111 1887.903724 0.014822 313.000000
4112 1887.974223 0.015664 100.000000
4113 1887.968148 0.015786 1317.000000
4114 1887.961678 0.015964 1029.000000
4115 1887.955818 0.016195 430.000000
4116 1887.952996 0.016381 1285.000000
4117 1887.949894 0.016542 999.000000
4118 1887.947411 0.016598 81.000000
4119 1887.948279 0.016689 0.000000
4120 1887.959763 0.022122 0.000000
4121 1888.488163 0.018261 33.000000
4122 1888.488163 0.018261 33.000000
4123 1888.462696 0.019752 0.000000
4124 1888.460540 0.019819 0.000000
4125 1888.454337 0.003978 162.000000
4126 1888.457862 0.004097 873.000000
4127 1888.453311 0.004461 3817.000000
4128 1888.453469 0.004783 762.000000
4129 1888.453826 0.005133 0.000000
4130 1888.474886 0.005925 0.000000
4131 1888.471801 0.006200 0.000000
4132 1888.462521 0.005462 43.000000
4133 1888.458887 0.006456 1260.000000
4134 1888.456218 0.007828 226.000000
4135 1888.436386 0.013080 1028.000000
4136 1888.424682 0.031493 0.000000
4137 1888.402837 0.031676 0.000000
4138 1888.402837 0.031676 0.000000
4139 1888.404270 0.032704 3014.000000
4140 1888.386691 0.033169 525.000000
4141 1888.409433 0.034101 3098.000000
4142 1888.422066 0.034931 2819.000000
4143 1888.427836 0.035664 1641.000000
4144 1888.432508 0.036507 717.000000
4145 1888.440424 0.037345 250.000000
4146 1888.453826 0.039979 0.000000
4147 1888.461518 0.040907 1.000000
4148 1888.488456 0.004830 0.000000
4149 1888.495172 0.008040 -3.000000
4150 1888.487002 0.005562 1905.000000
4151 1888.485854 0.005900 2223.000000
4152 1888.484003 0.006208 392.000000
4153 1888.484003 0.006208 13.000000
4154 1888.482408 0.006454 737.000000
4155 1888.479106 0.006758 1405.000000
4156 1888.476771 0.007061 1181.000000
4157 1888.475468 0.007279 486.000000
4158 1888.527985 0.008130 0.000000
4159 1888.527985 0.008130 0.000000
4160 1888.517280 0.006402 2324.000000
4161 1888.514860 0.006579 1449.000000
4162 1888.510452 0.006948 1785.000000
4163 1888.508130 0.007150 229.000000
4164 1888.504186 0.007558 1487.000000
4165 1888.499195 0.008018 349.000000
4166 1888.491241 0.009161 725.000000
4167 1888.488070 0.009692 2158.000000
4168 1888.460705 0.006913 2174.000000
4169 1888.463149 0.007077 1230.000000
4170 1888.463149 0.007077 0.000000
4171 1888.467538 0.007314 1158.000000
4172 1888.469329 0.007640 667.000000
4173 1888.470637 0.007962 549.000000
4174 1888.471274 0.008404 915.000000
4175 1888.470446 0.008843 1024.000000
4176 1888.469961 0.009127 431.000000
4177 1888.471562 0.009309 673.000000
4178 1888.471464 0.009820 1827.000000
4179 1888.471464 0.009820 0.000000
4180 1888.481112 0.005867 2188.000000
4181 1888.477131 0.006508 2099.000000
4182 1888.473374 0.007344 1954.000000
4183 1888.468862 0.008529 1080.000000
4184 1888.463904 0.009732 1616.000000
4185 1888.461158 0.010771 1532.000000
4186 1888.572182 0.012813 823.000000
4187 1888.519418 0.015466 1521.000000
4188 1888.512506 0.005324 2124.000000
4189 1888.506905 0.005161 2582.000000
4190 1888.507388 0.005497 718.000000
4191 1888.508273 0.006046 2416.000000
4192 1888.499084 0.006634 2738.000000
4193 1888.510686 0.007460 2520.000000
4194 1888.516013 0.008390 2102.000000
4195 1888.518906 0.006508 2032.000000
4196 1888.517326 0.006836 2738.000000
4197 1888.516742 0.007379 2642.000000
4198 1888.517664 0.008097 2505.000000
4199 1888.517137 0.008937 2811.000000
4200 1888.515312 0.009780 1202.000000
4201 1888.519802 0.007470 1324.000000
4202 1888.517116 0.007607 1975.000000
4203 1888.516611 0.007781 1988.000000
4204 1888.514322 0.008002 1270.000000
4205 1888.512878 0.008394 791.000000
4206 1888.506533 0.008669 0.000000
4207 1888.491527 0.008839 0.000000
4208 1888.484861 0.009676 0.000000
4209 1888.508364 0.005205 1207.000000
4210 1888.508943 0.005274 4027.000000
4211 1888.507991 0.005429 1395.000000
4212 1888.509335 0.005781 4167.000000
4213 1888.507524 0.006236 3552.000000
4214 1888.508812 0.006673 3300.000000
4215 1888.506989 0.007035 564.000000
4216 1888.518171 0.007746 0.000000
4217 1888.574408 0.068786 0.000000
4218 1888.552592 0.008599 0.000000
4219 1888.552858 0.004605 0.000000
4220 1888.550485 0.005013 2575.000000
4221 1888.549865 0.005720 2800.000000
4222 1888.547441 0.006660 2129.000000
4223 1888.543923 0.007361 262.000000
4224 1888.536309 0.005645 0.000000
4225 1888.528051 0.005937 0.000000
4226 1888.526385 0.006061 0.000000
4227 1888.526232 0.006180 0.000000
4228 1888.568533 0.007228 0.000000
4229 1888.566488 0.007588 0.000000
4230 1888.566488 0.007588 0.000000
4231 1888.533852 0.004502 290.000000
4232 1888.547164 0.004631 1278.000000
