  1867.965     -213.1361      129.9564    
  1855.494      12.26057     -248.4242    
  1870.436      65.80717     -20.68389    
  1854.027     -42.31802      347.5522    
  1868.078      47.70788      186.5633    
  1865.757      33.14971     -94.83409    
  1868.155     -9.894713     -35.21236    
  1864.263     -71.07652      17.14744    
  1859.742      19.96608      161.7014    
  1864.865      8.463085      21.31861    
  1871.751     -60.84830     -29.03853    
  1864.848      15.81931     -244.6759    
  1865.799      120.6686      140.2739    
  1862.751     -121.3293      202.0630    
  1860.151      26.58098      218.3749    
  1869.724      9.827779      13.89358    
  1860.642     -8.530063     -298.6335    
  1866.691     -1.404982     -6.458990    
  1865.846      104.2701     -265.6339    
  1868.239    -0.7781630     -210.7766    
  1861.381      25.36216      245.5599    
  1866.358     -90.05952      224.0377    
  1865.159      42.59366      169.8268    
  1865.885     -36.75965     -117.7475    
  1868.859     -40.71083     -92.36001    
  1862.536     -179.6895     -126.9958    
  1871.281      29.33766     -127.2603    
  1869.748      5.828129      252.0045    
  1861.273      99.44006     -105.2327    
  1872.853     -26.28989      29.35641    
  1867.458     -26.20813      140.3161    
  1864.861     -6.196886     -1.555754    
  1861.157     -92.23162     -70.09342    
  1857.741     -30.47289      315.2582    
  1873.984      28.61695      53.46907    
  1864.232      17.61355      59.34778    
  1864.131      22.25168     -195.8259    
  1864.375     -43.08891      31.35131    
  1862.175     -91.81741     -112.6785    
  1854.632     -147.9266     -17.68497    
  1858.731     -61.17701      94.24581    
  1868.204      4.945559     -56.75495    
  1866.334      41.79824     -70.41077    
  1864.543      2.764245      247.2608    
  1870.136      2.118054      162.9414    
  1866.526     -96.52856      197.4112    
  1858.863     -106.5893      188.3407    
  1868.126     -6.274102     -249.5347    
  1864.567     -25.58392     -59.39220    
  1869.839     -149.4960      140.8511    
  1864.580     -9.832739     -6.803220    
  1862.923     -9.024302     -222.2747    
  1869.009     -16.03861     -251.1861    
  1864.479     -3.135436      55.97344    
  1863.663      44.35581     -212.0361    
  1854.013     -79.00333     -248.0089    
  1865.229     -10.60916     -14.27587    
  1870.265      60.88854     -175.3272    
  1863.431      32.72509     -290.8415    
  1869.383     -13.11606      225.9296    
  1856.637      77.60154      232.2514    
  1861.092     -18.65927      220.1013    
  1865.227      16.06450     -218.5331    
  1872.669      148.2223     -181.9185    
  1854.994     -6.888124     -295.6588    
  1865.251      2.487280     -73.64606    
  1860.914      45.23893      226.3630    
  1859.569      22.34095      298.0453    
  1861.813      41.18620     -242.5037    
  1858.676     -14.17182     -315.2628    
  1866.643      6.809406      147.9746    
  1864.502      29.25141      71.74162    
  1861.159     -20.19098      161.9287    
  1867.583      100.1571     -70.15159    
  1861.592      30.50878      272.2584    
  1864.003      92.44616      92.87827    
  1865.812      13.40740     -131.9721    
  1853.850      17.34776      308.3843    
  1862.650     -44.04910      177.1992    
  1870.006     -46.03553      53.70430    
  1853.005     -62.98664      336.6261    
  1854.839      17.77665      274.0155    
  1862.678      12.22507     -243.7803    
  1861.761      18.71486      224.6698    
  1865.187     -11.07543      23.45234    
  1842.271      113.1659      364.2528    
  1876.624     -11.96965     -74.12833    
  1871.617      194.2384      59.22424    
  1864.084     -1.343157     -39.80857    
  1870.332      97.57020      215.1369    
  1868.218      2.331719      53.74861    
  1854.473      11.08979      301.4601    
  1857.909     -24.36980     -196.0446    
  1869.104     -12.62122     -69.87111    
  1864.464      21.07015     -118.0240    
  1864.552     -62.51599      221.1868    
  1868.623      11.56820      100.0935    
  1873.249     -4.503666      165.5448    
  1863.996      41.94366     -103.3571    
  1858.359     -46.67472     -203.6866    
  1866.740      2.152323     -264.1639    
  1803.809     -105.9415      268.0578    
  1870.397     -78.35176      59.41959    
  1866.068     -62.45999     -149.8290    
  1864.062      62.47069     -170.9398    
  1861.489      61.81058     -83.93320    
